# コードＩＤ：CDAC0138  コード名：施設分野、業務内容コード  説明：国土交通省告示に基づく技術者資格評価業務（施設分野／業務）を示すコード。
# コードＩＤ,値,デコード文字列（上2桁）,デコード文字列（下2桁）
CDAC3330,1425007,鋼構造・コンクリート,現橋拡幅,施工計画,施工計画,道路
CDAC3330,1425008,鋼構造・コンクリート,現橋拡幅,施工計画,施工計画,鉄道
CDAC3330,1425009,鋼構造・コンクリート,現橋拡幅,施工計画,施工計画,その他
CDAC3330,1426011,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,河川
CDAC3330,1426012,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,砂防
CDAC3330,1426013,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,ダム
CDAC3330,1426014,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,海岸
CDAC3330,1426015,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,港湾
CDAC3330,1426016,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,空港
CDAC3330,1426017,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,道路
CDAC3330,1426018,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,鉄道
CDAC3330,1426019,鋼構造・コンクリート,現橋拡幅,施工管理・積算,監督,その他
CDAC3330,1426021,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,河川
CDAC3330,1426022,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,砂防
CDAC3330,1426023,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,ダム
CDAC3330,1426024,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,海岸
CDAC3330,1426025,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,港湾
CDAC3330,1426026,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,空港
CDAC3330,1426027,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,道路
CDAC3330,1426028,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,鉄道
CDAC3330,1426029,鋼構造・コンクリート,現橋拡幅,施工管理・積算,積算,その他
CDAC3330,1426031,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,河川
CDAC3330,1426032,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,砂防
CDAC3330,1426033,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,ダム
CDAC3330,1426034,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,海岸
CDAC3330,1426035,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,港湾
CDAC3330,1426036,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,空港
CDAC3330,1426037,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,道路
CDAC3330,1426038,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,鉄道
CDAC3330,1426039,鋼構造・コンクリート,現橋拡幅,施工管理・積算,検査,その他
CDAC3330,1426991,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,河川
CDAC3330,1426992,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,砂防
CDAC3330,1426993,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,ダム
CDAC3330,1426994,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,海岸
CDAC3330,1426995,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,港湾
CDAC3330,1426996,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,空港
CDAC3330,1426997,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,道路
CDAC3330,1426998,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,鉄道
CDAC3330,1426999,鋼構造・コンクリート,現橋拡幅,施工管理・積算,その他,その他
CDAC3330,1427001,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,河川
CDAC3330,1427002,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,砂防
CDAC3330,1427003,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,ダム
CDAC3330,1427004,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,海岸
CDAC3330,1427005,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,港湾
CDAC3330,1427006,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,空港
CDAC3330,1427007,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,道路
CDAC3330,1427008,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,鉄道
CDAC3330,1427009,鋼構造・コンクリート,現橋拡幅,維持管理,維持管理,その他
CDAC3330,1428001,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,河川
CDAC3330,1428002,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,砂防
CDAC3330,1428003,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,ダム
CDAC3330,1428004,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,海岸
CDAC3330,1428005,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,港湾
CDAC3330,1428006,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,空港
CDAC3330,1428007,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,道路
CDAC3330,1428008,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,鉄道
CDAC3330,1428009,鋼構造・コンクリート,現橋拡幅,記録・広報（ＰＲ）,記録・広報（ＰＲ）,その他
CDAC3330,1429001,鋼構造・コンクリート,現橋拡幅,その他,その他,河川
CDAC3330,1429002,鋼構造・コンクリート,現橋拡幅,その他,その他,砂防
CDAC3330,1429003,鋼構造・コンクリート,現橋拡幅,その他,その他,ダム
CDAC3330,1429004,鋼構造・コンクリート,現橋拡幅,その他,その他,海岸
CDAC3330,1429005,鋼構造・コンクリート,現橋拡幅,その他,その他,港湾
CDAC3330,1429006,鋼構造・コンクリート,現橋拡幅,その他,その他,空港
CDAC3330,1429007,鋼構造・コンクリート,現橋拡幅,その他,その他,道路
CDAC3330,1429008,鋼構造・コンクリート,現橋拡幅,その他,その他,鉄道
CDAC3330,1429009,鋼構造・コンクリート,現橋拡幅,その他,その他,その他
CDAC3330,1431001,鋼構造・コンクリート,水門設備,企画,企画,河川
CDAC3330,1431002,鋼構造・コンクリート,水門設備,企画,企画,砂防
CDAC3330,1431003,鋼構造・コンクリート,水門設備,企画,企画,ダム
CDAC3330,1431004,鋼構造・コンクリート,水門設備,企画,企画,海岸
CDAC3330,1431005,鋼構造・コンクリート,水門設備,企画,企画,港湾
CDAC3330,1431006,鋼構造・コンクリート,水門設備,企画,企画,空港
CDAC3330,1431007,鋼構造・コンクリート,水門設備,企画,企画,道路
CDAC3330,1431008,鋼構造・コンクリート,水門設備,企画,企画,鉄道
CDAC3330,1431009,鋼構造・コンクリート,水門設備,企画,企画,その他
CDAC3330,1432001,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,河川
CDAC3330,1432002,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,砂防
CDAC3330,1432003,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,ダム
CDAC3330,1432004,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,海岸
CDAC3330,1432005,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,港湾
CDAC3330,1432006,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,空港
CDAC3330,1432007,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,道路
CDAC3330,1432008,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,鉄道
CDAC3330,1432009,鋼構造・コンクリート,水門設備,調査・計画,調査・計画,その他
CDAC3330,1433011,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,河川
CDAC3330,1433012,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,砂防
CDAC3330,1433013,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,ダム
CDAC3330,1433014,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,海岸
CDAC3330,1433015,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,港湾
CDAC3330,1433016,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,空港
CDAC3330,1433017,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,道路
CDAC3330,1433018,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,鉄道
CDAC3330,1433019,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,河川用水門設備,その他
CDAC3330,1433021,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,河川
CDAC3330,1433022,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,砂防
CDAC3330,1433023,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,ダム
CDAC3330,1433024,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,海岸
CDAC3330,1433025,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,港湾
CDAC3330,1433026,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,空港
CDAC3330,1433027,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,道路
CDAC3330,1433028,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,鉄道
CDAC3330,1433029,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,ダム用水門設備,その他
CDAC3330,1433031,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,河川
CDAC3330,1433032,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,砂防
CDAC3330,1433033,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,ダム
CDAC3330,1433034,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,海岸
CDAC3330,1433035,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,港湾
CDAC3330,1433036,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,空港
CDAC3330,1433037,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,道路
CDAC3330,1433038,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,鉄道
CDAC3330,1433039,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,樋門・樋管設備,その他
CDAC3330,1433041,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,河川
CDAC3330,1433042,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,砂防
CDAC3330,1433043,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,ダム
CDAC3330,1433044,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,海岸
CDAC3330,1433045,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,港湾
CDAC3330,1433046,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,空港
CDAC3330,1433047,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,道路
CDAC3330,1433048,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,鉄道
CDAC3330,1433049,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,監視操作制御設備,その他
CDAC3330,1433991,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,河川
CDAC3330,1433992,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,砂防
CDAC3330,1433993,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,ダム
CDAC3330,1433994,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,海岸
CDAC3330,1433995,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,港湾
CDAC3330,1433996,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,空港
CDAC3330,1433997,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,道路
CDAC3330,1433998,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,鉄道
CDAC3330,1433999,鋼構造・コンクリート,水門設備,基本（予備・概略）設計,その他,その他
CDAC3330,1434011,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,河川
CDAC3330,1434012,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,砂防
CDAC3330,1434013,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,ダム
CDAC3330,1434014,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,海岸
CDAC3330,1434015,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,港湾
CDAC3330,1434016,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,空港
CDAC3330,1434017,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,道路
CDAC3330,1434018,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,鉄道
CDAC3330,1434019,鋼構造・コンクリート,水門設備,実施（詳細）設計,河川用水門設備,その他
CDAC3330,1434021,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,河川
CDAC3330,1434022,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,砂防
CDAC3330,1434023,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,ダム
CDAC3330,1434024,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,海岸
CDAC3330,1434025,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,港湾
CDAC3330,1434026,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,空港
CDAC3330,1434027,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,道路
CDAC3330,1434028,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,鉄道
CDAC3330,1434029,鋼構造・コンクリート,水門設備,実施（詳細）設計,ダム用水門設備,その他
